rainfall_mm	soil_moisture	slope_deg	ground_movement_mm	elevation_m	landslide
106.77	39.57	21.08	8.32	1427.49	0
88.37	43.5	11.89	6.01	1254.19	0
286.19	100.0	30.93	13.58	1802.72	1
143.35	44.64	51.04	12.88	3769.13	0
59.36	25.34	5.42	3.94	655.02	0
47.89	29.91	7.81	4.22	1431.53	0
110.18	48.45	25.85	7.88	888.43	0
180.97	57.96	38.8	10.41	1851.26	0
18.66	36.7	28.81	2.63	647.34	0
104.91	33.49	49.88	10.39	3219.26	0
67.98	36.4	7.2	3.19	524.22	0
98.6	47.03	22.01	9.24	2827.57	0
26.32	20.99	22.57	3.99	1197.61	0
180.89	69.87	22.01	8.41	2035.98	0
212.05	68.44	29.38	10.06	919.95	1
134.97	59.16	44.53	13.0	3093.92	0
238.93	74.89	20.89	18.9	3987.93	0
65.53	38.93	42.22	3.88	1009.16	0
103.25	35.13	12.32	12.87	4007.93	0
136.27	42.41	33.04	3.4	1433.62	0
111.15	59.15	23.75	10.47	2387.17	0
71.79	43.42	31.96	5.84	2976.52	0
77.42	24.76	10.39	2.36	917.0	0
200.16	66.21	52.67	11.4	1923.53	1
85.28	10.28	50.31	3.28	378.09	0
174.46	51.49	46.32	10.27	2957.92	1
82.21	49.62	49.64	6.35	1808.13	1
173.8	56.74	12.33	14.27	3755.74	1
91.73	41.59	30.19	3.94	1223.37	0
129.0	12.18	20.9	11.9	3886.77	0
52.59	26.86	49.37	3.57	678.26	0
103.09	46.74	14.47	10.42	2588.56	1
53.19	37.29	16.0	6.82	1362.01	0
64.35	45.71	39.34	0.75	845.3	0
68.23	32.49	9.44	5.71	485.14	0
76.48	34.84	41.62	7.69	2788.13	0
161.26	39.49	18.41	7.62	1055.99	0
62.54	31.31	38.05	5.85	2448.54	0
96.06	25.99	48.65	13.17	4115.62	1
174.16	36.14	35.48	14.14	1395.44	0
127.25	34.97	15.63	4.84	243.27	0
19.05	42.29	7.46	1.52	685.57	0
25.69	22.4	7.23	1.99	589.22	0
112.54	47.4	9.44	4.32	1999.46	0
60.23	27.09	33.99	12.35	3153.07	0
22.56	5.0	22.41	4.94	1315.42	0
57.01	43.78	17.16	1.44	697.96	0
115.35	19.31	15.97	7.0	2727.14	1
67.68	28.23	52.43	6.21	1334.84	0
89.84	39.11	10.94	9.99	2458.2	1
72.14	38.64	20.24	8.13	3928.52	1
51.17	22.54	28.57	7.53	1294.52	0
101.75	20.33	5.02	7.37	2201.22	0
20.39	14.87	51.05	7.06	3407.93	0
